il;p26;p29;p30;p31;p67;p68;p69;p70;p71;p72;p73;p74;p75;p76;p77;p78;p79;p80;p81;p82;p83;p84;p85;p86;p87;p88;p89;p90;p91;p92;p93;p94;p95;p96;p97;p98;p99;p100;p101;p102;p103;p104;p105;p106;p107;p108;p109;p110;p111;p112;p113;p114;p115;p116;p117;p118;p119;p120;p121;p122;p123;p124;p217;p218;p219;p220;p221;p222;p223;p224;p225;p226;koul;amm
1;6;5;9;7;1;3;1;1;2;2;2;4;1;2;4;2;2;2;3;4;3;4;5;2;3;2;3;3;4;3;1;2;4;3;2;2;3;3;2;4;2;3;3;1;4;3;5;4;5;3;4;3;5;3;4;3;3;4;4;3;2;1;1;1;4;1;4;1;1;3;4;4;1;2
1;6;10;13;9;3;2;1;2;3;3;2;4;2;1;4;1;1;2;5;5;1;3;5;2;4;2;3;2;4;3;2;1;3;4;3;4;3;1;3;3;2;4;3;2;3;4;3;5;5;4;5;4;1;1;1;5;3;5;3;5;4;3;1;1;4;1;1;1;1;1;2;4;1;3
3;13;13;9;7;2;2;3;2;2;3;2;3;2;2;3;2;2;2;3;3;2;3;5;2;2;1;3;1;3;4;1;1;4;3;1;3;3;2;2;4;1;3;3;2;3;4;5;5;5;5;5;4;3;2;1;3;3;2;3;3;2;1;2;2;3;2;2;2;2;2;3;3;3;1
3;6;9;7;8;3;2;3;3;3;2;2;4;3;2;3;2;2;2;3;2;2;3;3;3;3;2;3;2;3;3;3;2;3;3;2;3;3;2;2;3;2;3;3;2;3;4;3;4;4;4;3;3;3;4;3;3;3;3;3;4;3;4;2;2;3;2;3;2;2;2;3;3;1;3
1;27;15;11;12;4;2;4;2;1;2;2;2;4;1;2;2;2;4;4;5;4;3;3;3;3;2;4;4;4;4;2;3;4;4;3;2;3;2;2;4;2;3;3;2;4;5;5;3;5;4;4;5;2;2;1;3;1;2;2;4;3;2;2;1;4;1;2;2;2;3;3;3;3;1
2;10;12;9;7;3;2;1;2;2;3;2;4;3;2;2;3;2;2;4;3;2;2;5;1;4;1;3;3;4;4;1;1;3;2;1;3;4;2;3;3;1;3;3;2;3;3;5;5;5;4;3;3;2;2;1;3;2;2;2;5;3;1;2;2;3;2;3;2;1;3;4;4;1;2
2;7;6;7;6;3;1;2;3;3;2;2;4;3;4;4;2;2;1;4;5;2;4;4;2;2;2;2;3;4;2;3;3;3;2;1;2;3;3;3;3;1;2;3;3;3;4;2;3;3;4;3;5;5;4;3;5;3;3;5;5;4;3;1;2;3;1;3;1;1;2;4;3;1;3
2;11;6;7;7;3;3;2;2;4;2;4;2;2;4;4;4;4;4;2;2;4;2;3;3;2;3;2;2;3;3;3;3;3;2;3;2;3;3;2;2;3;2;2;3;2;4;3;3;3;2;3;2;2;3;3;2;2;3;2;3;2;2;2;2;2;2;1;2;3;1;3;2;1;3
2;9;15;13;10;2;2;1;2;1;2;1;1;2;2;5;1;1;2;5;2;2;1;3;3;1;2;3;2;4;2;1;1;3;3;2;3;4;2;3;4;1;4;3;2;4;5;5;5;5;3;4;4;3;4;2;5;5;4;4;4;4;4;2;2;3;2;3;1;1;3;4;4;1;3
3;14;12;14;8;2;3;4;3;2;3;2;4;3;4;5;2;2;4;3;2;4;1;5;3;2;2;1;2;4;3;2;1;3;4;2;3;4;2;1;3;2;4;3;1;4;4;3;5;4;3;2;3;4;3;4;3;2;1;2;1;2;3;2;1;3;2;1;2;2;3;3;4;2;2
3;5;15;9;8;4;2;5;4;5;5;1;5;1;1;5;2;3;2;5;2;2;1;5;1;1;1;3;2;4;4;1;1;4;2;1;2;4;1;2;3;1;4;4;1;4;5;5;5;5;3;4;4;5;5;5;3;3;4;4;3;5;1;2;1;4;2;1;1;1;2;3;4;1;3
3;0;10;7;11;1;1;2;2;1;3;2;3;3;2;4;2;1;4;3;2;2;1;5;1;2;2;3;2;3;3;3;1;3;4;1;3;4;1;3;3;1;3;2;1;3;4;3;3;4;4;3;2;3;2;2;3;3;2;3;2;2;1;2;2;3;1;3;2;1;2;3;2;2;3
2;21;16;14;13;3;3;4;3;3;2;3;2;4;1;4;3;2;3;2;4;2;3;3;3;3;2;3;4;3;3;2;3;3;2;3;4;3;3;2;3;2;2;2;3;3;3;5;4;4;4;3;4;2;3;2;4;3;2;2;3;4;3;1;2;3;1;3;2;3;2;2;3;1;1
1;17;17;9;12;1;2;1;1;2;3;2;1;1;1;2;4;3;2;3;5;3;3;5;2;1;1;3;2;3;3;2;2;4;3;2;3;4;3;3;4;2;3;3;2;3;4;5;5;5;4;4;5;2;2;2;4;4;3;2;4;5;2;1;2;3;1;3;2;2;2;3;4;2;2
1;5;9;7;14;3;3;2;4;2;2;1;4;4;4;5;4;4;2;4;5;4;2;5;2;3;2;2;1;2;1;2;2;3;2;1;1;3;3;2;3;2;3;2;2;2;3;3;5;3;4;4;3;2;2;2;2;3;3;2;4;4;2;2;2;3;2;3;3;2;3;2;2;1;2
1;14;12;14;15;4;2;2;3;4;4;3;4;4;2;5;2;1;1;5;4;4;2;2;4;2;1;3;2;3;3;2;1;4;2;2;2;3;2;2;3;2;2;4;1;4;5;5;5;5;4;5;4;4;3;3;4;4;4;4;3;3;2;2;2;3;1;2;2;3;3;3;3;1;3
3;7;12;11;8;4;2;5;5;2;5;5;5;4;4;4;4;5;5;1;2;4;4;5;3;4;4;1;1;2;1;4;3;1;1;4;1;1;4;1;1;4;2;1;3;2;2;4;3;4;3;3;5;2;1;3;2;4;3;2;4;2;1;3;2;2;4;2;3;3;2;1;1;2;2
1;21;13;11;6;3;2;2;1;2;3;2;2;4;2;5;2;2;2;4;4;2;4;3;4;4;2;2;3;3;3;2;2;3;2;3;2;3;2;3;4;2;3;4;1;4;5;5;5;5;4;5;4;5;4;4;4;4;3;3;5;4;4;2;2;4;2;3;2;2;2;3;3;2;2
1;7;11;11;12;2;3;2;3;2;2;2;4;2;2;2;2;2;2;4;4;3;2;2;3;2;2;3;2;4;3;2;2;3;4;1;3;3;2;3;3;2;3;4;2;4;3;4;4;5;3;3;3;3;4;4;5;4;2;3;4;4;4;2;3;4;2;2;2;3;2;3;2;1;3
2;7;12;9;8;2;2;1;3;3;4;4;5;4;2;2;3;3;4;3;1;3;2;5;5;3;2;1;2;3;3;3;2;3;2;3;2;2;3;1;2;3;2;3;3;2;3;4;4;3;2;1;1;1;1;1;1;1;1;2;3;3;2;2;2;1;3;2;3;3;2;2;2;1;2
2;9;10;11;6;2;3;4;4;2;4;2;4;2;4;4;2;2;2;4;1;2;2;3;3;2;2;3;3;3;4;2;2;4;1;2;3;3;2;3;3;2;3;4;2;3;3;5;5;4;2;4;4;3;2;3;3;2;2;2;2;3;1;2;2;3;2;2;2;3;1;2;2;1;3
2;12;12;11;6;4;2;2;3;4;3;2;4;2;2;5;1;2;2;4;4;2;2;5;2;1;2;4;2;3;4;2;1;3;4;2;2;3;2;1;3;1;4;3;1;4;3;4;5;5;2;3;3;2;1;2;3;1;3;2;3;2;1;2;2;3;1;2;2;2;1;3;3;2;2
3;3;8;9;0;2;3;3;3;5;2;3;5;1;1;5;1;4;3;3;5;1;4;2;3;3;3;3;3;4;3;1;1;3;4;3;4;4;2;1;3;2;4;4;2;4;3;5;5;5;5;4;5;5;5;5;5;5;1;5;4;5;5;2;1;4;1;2;2;1;4;3;3;1;3
3;8;11;9;7;3;2;1;2;4;2;2;5;1;2;3;1;3;4;3;5;5;2;3;3;2;3;1;1;3;2;4;3;3;2;3;1;1;3;1;3;2;1;4;3;1;3;4;5;2;1;4;2;3;5;3;2;3;1;1;5;1;2;3;4;2;3;1;2;4;3;1;2;1;3
3;15;13;9;7;2;2;2;1;2;3;2;2;1;3;4;1;2;3;5;2;3;3;5;2;1;1;3;3;4;4;2;2;4;3;2;3;3;3;2;3;2;4;4;2;4;3;4;4;5;3;3;3;4;4;5;3;4;3;3;4;3;3;2;2;4;2;3;2;2;1;3;3;1;2
2;6;12;9;12;3;3;2;3;2;3;3;3;3;4;3;3;2;2;3;3;2;3;3;2;2;2;3;1;4;3;2;3;3;3;2;3;3;2;1;3;2;3;3;2;3;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;3;2;3;3;2;2;2;2;2;2;2;2;1;3
2;13;12;11;9;3;3;2;3;2;3;2;3;1;1;4;1;2;3;3;4;2;2;5;2;2;2;3;2;4;4;1;1;4;3;3;3;4;1;1;3;1;3;3;1;4;5;5;5;5;4;5;5;5;5;4;5;5;4;3;1;2;1;2;2;3;2;2;2;2;3;4;4;1;3
2;10;5;5;8;4;2;3;4;3;2;2;4;4;4;2;2;2;4;2;4;4;2;3;3;2;3;2;3;4;3;2;3;3;2;3;2;2;3;3;3;2;3;2;3;3;5;5;5;5;2;3;3;3;4;3;3;4;4;4;4;3;2;2;3;3;2;1;3;2;3;2;2;1;3
1;4;12;13;12;3;2;2;4;2;1;2;2;3;4;3;1;2;1;5;4;2;3;2;4;2;2;3;3;4;3;1;2;4;4;2;4;3;2;4;4;2;3;4;2;4;4;4;5;5;3;4;3;4;4;3;3;3;4;4;5;4;3;2;2;3;2;2;2;2;2;4;3;1;3
1;10;9;7;11;2;2;1;1;1;2;2;4;2;2;5;3;2;2;4;5;3;4;5;1;3;2;3;2;3;3;2;2;3;3;2;3;3;2;3;3;2;3;3;2;3;3;4;3;5;4;4;4;3;2;2;3;4;3;2;4;3;3;1;2;3;2;2;1;2;3;3;2;1;3
1;7;13;11;16;2;2;2;2;3;3;3;2;4;2;4;3;2;1;4;3;3;2;4;2;2;3;3;3;3;3;3;3;3;3;2;2;3;2;3;3;2;3;2;2;2;4;4;3;5;4;5;4;4;4;2;3;3;3;2;4;3;3;1;1;3;2;3;2;3;3;3;3;2;2
3;2;6;3;7;3;3;5;5;2;4;3;5;1;3;5;5;2;3;3;4;1;4;1;1;1;1;3;4;3;1;4;1;2;1;1;1;1;4;3;4;1;1;2;1;3;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;5;2;3;3;3;1;1;2;3;2;3;1;3
3;5;5;5;7;3;1;2;1;1;1;1;2;1;2;3;1;1;5;3;2;2;2;3;1;1;1;2;2;2;3;3;3;2;1;1;1;3;3;2;2;3;1;1;3;1;3;4;2;2;1;1;1;2;1;1;3;3;3;1;4;1;2;1;1;2;1;3;3;3;2;4;4;1;3
1;13;10;13;8;4;3;2;3;4;4;2;4;2;2;5;4;4;2;3;5;4;2;3;2;4;2;3;3;4;3;2;2;3;3;2;2;3;3;2;3;2;2;4;3;2;4;5;4;5;3;4;3;2;1;1;2;2;3;2;2;3;3;2;2;3;2;4;2;3;2;3;3;2;2
1;8;8;7;10;4;3;4;2;4;3;3;1;1;1;2;3;1;3;4;2;3;1;3;1;2;2;3;4;4;4;2;2;3;2;3;3;3;2;3;4;2;4;2;3;3;5;3;5;5;2;4;5;4;3;1;4;3;2;2;4;5;2;1;1;4;1;4;2;1;2;4;4;1;3
1;5;15;13;13;2;2;1;2;2;3;2;4;3;4;4;2;1;2;5;4;1;2;4;2;1;2;4;3;4;3;2;2;3;3;2;2;3;2;3;4;2;4;3;1;3;5;4;5;5;3;4;4;5;5;4;4;5;4;3;4;4;3;2;2;3;2;3;2;2;2;2;3;1;2
1;17;15;11;14;2;2;2;2;2;2;1;2;4;4;4;2;2;4;4;3;2;1;5;2;2;2;3;3;4;4;1;2;4;2;2;3;3;2;3;3;2;3;2;2;3;4;5;5;5;3;4;4;2;2;1;2;2;2;3;4;4;4;2;2;3;1;3;2;2;2;3;3;2;2
2;7;8;9;9;5;3;2;4;5;3;5;5;1;2;2;3;4;4;3;4;4;3;3;4;4;4;2;2;3;3;3;3;2;3;4;2;2;3;2;2;4;3;1;3;1;4;5;5;5;3;4;4;3;2;2;4;3;4;3;4;2;5;3;2;1;3;2;3;4;2;1;2;1;3
2;5;12;11;10;3;2;4;4;4;3;3;4;4;2;5;3;4;3;3;3;3;2;3;3;3;3;2;2;3;2;3;3;3;2;3;2;3;3;2;3;3;2;2;3;2;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;3;2;3;2;3;2;2;2;1;3
1;13;6;7;10;4;2;2;3;2;3;3;4;4;4;4;3;2;3;3;2;4;3;4;2;3;3;3;3;4;3;2;2;4;3;3;2;4;2;1;3;3;2;3;2;4;4;5;5;5;4;4;4;3;2;1;4;4;3;2;4;4;3;2;2;3;2;3;1;1;3;3;3;1;2
2;7;11;13;8;2;2;1;2;3;2;3;4;2;3;5;2;2;3;4;4;2;4;4;2;4;3;3;4;4;4;2;2;4;3;3;3;4;2;3;4;2;4;4;1;4;5;5;4;5;4;4;4;5;5;4;5;5;4;4;3;2;5;1;1;4;1;2;2;2;2;3;4;1;3
2;12;11;11;7;3;2;4;3;4;2;4;5;4;3;4;3;3;3;2;4;3;2;5;5;1;2;3;2;4;3;2;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;4;5;5;4;3;3;4;3;2;3;2;2;3;4;3;1;2;2;3;3;2;3;2;3;3;3;1;3
1;13;13;11;11;2;2;1;2;1;2;3;5;2;2;3;2;3;2;5;4;2;4;5;2;2;2;2;4;4;4;2;3;4;3;2;3;3;2;2;3;2;3;4;1;3;4;5;5;5;4;5;3;5;5;5;4;5;3;3;3;5;2;1;2;4;2;4;2;2;3;3;3;1;3
1;6;11;7;12;2;2;1;2;3;3;2;3;2;2;2;2;3;1;4;3;3;4;4;2;3;2;3;3;4;3;2;2;4;3;2;3;4;2;3;4;1;3;4;2;3;5;5;4;4;4;5;4;4;3;3;4;3;3;3;5;2;3;3;2;3;2;2;2;2;3;3;2;1;3
1;5;6;11;8;3;3;1;2;3;3;2;1;1;3;5;3;3;1;3;5;3;2;4;3;4;2;3;3;3;3;2;3;3;3;2;3;3;2;3;3;2;3;3;3;3;3;3;2;3;2;2;3;3;1;1;3;1;1;3;2;1;1;2;3;3;2;3;2;2;3;2;2;1;3
1;8;15;9;12;2;2;2;2;2;3;2;4;2;2;2;2;2;2;4;4;2;4;4;2;2;1;4;4;4;3;2;2;4;3;2;4;4;2;4;4;2;3;4;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;2;2;4;2;2;2;3;2;4;4;1;3
1;17;16;14;19;2;3;2;2;2;3;5;1;2;4;2;2;2;1;4;4;4;1;4;2;2;1;4;4;4;3;1;1;4;4;1;4;3;1;4;4;1;4;4;1;4;4;5;5;5;3;4;4;2;3;3;3;3;4;5;3;3;4;1;1;4;2;3;2;2;3;3;4;2;1
2;14;15;14;15;3;2;4;4;2;4;4;2;4;2;4;4;2;2;2;2;4;1;3;3;4;3;2;1;3;2;4;3;3;2;3;1;3;3;2;2;2;2;2;3;3;3;5;4;4;1;2;3;4;3;2;3;2;3;2;3;4;1;2;4;2;1;3;4;2;1;1;1;1;3
2;7;10;7;8;3;2;2;3;4;2;2;4;4;2;4;4;2;3;4;4;2;4;4;3;2;2;3;3;4;4;2;2;4;4;2;4;4;2;4;4;2;4;4;2;4;3;5;5;5;4;5;5;1;2;2;3;4;4;3;5;4;4;2;2;3;2;3;2;3;3;3;3;1;3
2;18;12;13;10;2;3;1;2;1;2;3;2;5;2;3;3;4;3;3;4;4;2;5;2;2;3;3;3;3;3;4;4;3;3;3;2;3;3;2;3;3;3;2;2;2;4;5;5;5;4;4;4;3;3;3;4;4;4;3;4;4;2;2;2;3;2;2;2;3;2;3;3;3;1
1;0;5;2;10;5;5;5;5;5;5;5;5;5;5;5;5;5;1;2;5;1;5;5;5;1;3;1;4;1;1;2;4;3;1;3;2;2;4;1;2;4;1;3;3;2;2;3;3;2;1;1;3;2;2;2;2;1;5;4;1;1;1;3;4;1;4;1;1;4;3;1;1;1;3
1;7;12;7;8;2;3;2;2;2;3;1;4;4;4;5;2;2;2;5;5;3;3;5;1;1;2;3;2;4;3;3;3;4;4;3;2;3;3;2;4;2;4;3;2;4;4;3;2;4;3;3;3;4;3;4;5;3;3;4;4;5;2;2;3;4;1;1;1;1;2;3;4;1;3
1;9;9;7;10;2;3;2;2;2;2;2;2;4;2;5;2;4;2;4;5;2;4;4;4;1;2;3;4;4;3;1;2;3;3;3;3;3;2;2;3;2;3;4;1;3;4;4;3;5;3;4;4;3;4;2;3;3;3;3;4;3;3;2;3;3;2;3;2;3;3;3;3;1;2
1;18;15;11;19;3;2;2;3;1;3;2;2;4;1;1;5;4;2;1;3;3;2;4;2;4;2;2;3;3;3;2;2;3;3;2;2;2;3;3;2;2;2;2;2;2;4;3;5;5;2;4;3;4;5;5;4;1;4;3;5;5;2;2;2;3;2;2;2;2;2;2;3;3;1
2;9;11;7;4;2;3;1;2;3;1;3;5;2;2;2;1;1;3;2;1;5;3;5;1;5;3;2;1;3;1;3;3;2;2;3;2;1;4;1;3;3;2;1;3;2;3;5;5;5;3;3;3;5;5;5;3;3;2;3;3;5;1;1;4;1;2;4;4;4;2;1;1;1;3
2;1;9;7;2;4;2;4;4;4;3;4;2;2;2;4;2;1;2;3;4;2;2;3;2;3;3;2;4;4;3;2;3;4;3;3;3;3;2;3;4;3;4;3;2;3;3;5;5;5;2;3;3;2;2;2;2;3;2;2;3;4;4;2;2;3;2;3;2;3;2;3;2;1;3
1;17;15;15;15;2;3;2;2;1;3;2;4;4;4;2;2;4;2;4;4;3;3;5;2;2;2;3;3;4;4;2;2;3;3;2;3;3;3;3;3;2;3;3;2;3;4;4;5;5;2;4;3;3;4;5;3;4;4;5;3;5;4;1;2;3;2;3;2;2;2;3;3;3;1
1;8;11;9;8;3;3;4;3;4;2;1;5;2;5;3;2;2;1;3;2;2;1;5;1;1;2;3;3;3;3;3;2;3;3;2;2;2;3;3;3;3;4;3;3;3;3;5;5;5;3;2;5;4;5;5;4;3;3;3;4;4;5;2;3;3;2;2;2;2;2;2;2;1;3
1;14;9;9;6;4;2;2;4;2;4;1;2;3;2;4;3;1;2;4;2;1;2;5;2;5;2;3;3;3;4;2;2;3;3;2;1;4;2;4;3;2;3;3;2;3;5;5;5;5;4;5;4;4;5;4;3;4;3;3;4;5;2;2;2;3;2;2;2;3;2;3;3;1;3
1;9;14;13;19;1;2;1;2;2;2;2;3;3;2;1;2;3;2;4;5;2;4;5;2;2;1;3;4;4;4;3;2;4;4;1;3;3;2;3;3;2;4;3;2;4;3;5;4;5;2;3;2;2;4;1;4;3;4;1;4;2;5;1;1;4;1;4;2;1;3;4;4;2;2
1;14;12;14;12;3;3;3;3;2;4;2;4;4;4;5;3;4;3;3;4;3;2;2;4;2;2;3;3;4;3;2;2;3;3;2;3;2;3;2;3;2;3;2;2;3;3;4;5;4;2;3;2;3;3;2;3;2;4;4;4;3;3;2;2;3;2;2;3;2;2;2;2;1;3
2;6;12;7;5;1;3;2;3;1;1;3;5;3;2;3;4;2;2;4;4;1;4;1;2;5;2;3;1;3;3;3;3;2;2;3;1;3;3;1;3;3;2;3;4;2;2;5;5;5;4;5;5;3;1;2;3;4;4;3;5;3;4;1;2;1;2;2;1;2;1;3;3;1;3
2;13;13;11;10;2;2;1;4;2;2;1;2;2;4;4;3;2;4;5;4;2;2;4;1;1;2;3;3;4;3;1;1;3;3;2;3;2;2;3;3;2;3;2;1;1;5;4;5;4;1;4;3;3;4;3;4;4;4;3;3;3;4;2;3;3;1;2;2;2;3;3;3;1;3
2;20;9;14;8;2;2;2;3;2;2;2;4;4;2;3;2;2;4;2;3;2;2;3;2;2;2;3;3;4;3;2;3;3;4;3;3;4;2;2;4;2;4;4;2;3;5;5;5;5;4;4;4;3;5;5;4;4;4;3;3;4;1;1;1;4;1;3;2;2;2;4;4;1;3
2;3;10;9;7;1;3;2;4;4;4;1;5;2;2;5;2;4;2;4;5;2;4;1;1;2;2;3;3;4;2;2;2;3;4;2;3;3;1;2;3;2;3;3;2;3;5;5;5;5;3;3;5;5;5;5;3;5;5;3;3;2;5;2;3;2;2;1;1;2;2;2;1;1;3
2;12;11;11;4;4;2;2;2;3;3;2;3;3;2;5;2;2;2;3;3;2;3;3;2;2;1;4;1;3;3;1;2;3;2;2;2;3;3;2;3;2;3;2;1;3;3;5;5;5;3;3;3;3;2;4;3;3;3;4;5;4;3;2;3;3;1;3;2;1;3;3;4;1;3
2;11;10;9;9;2;2;3;2;2;2;2;5;1;2;4;2;2;4;4;2;1;3;5;2;2;1;3;3;4;3;1;2;4;3;2;4;3;3;2;3;2;4;3;2;4;4;5;5;4;4;3;3;4;4;2;3;3;4;3;5;5;1;2;2;3;2;1;1;2;2;3;2;1;3
2;10;10;13;13;2;2;2;2;3;2;2;2;4;2;4;2;1;2;3;3;2;2;3;2;2;2;4;3;4;2;2;2;4;3;2;3;3;3;2;3;2;2;3;2;3;4;3;5;5;4;3;3;5;4;4;4;3;3;4;4;5;4;2;2;3;2;4;2;2;2;3;4;1;2
1;8;15;14;15;2;2;2;3;2;3;2;2;4;2;2;2;2;1;5;5;2;4;4;2;2;2;3;3;4;3;2;2;3;3;2;3;3;2;3;3;2;4;3;2;3;3;4;5;5;3;4;3;3;5;4;4;4;5;4;4;4;3;1;2;3;1;4;2;2;2;3;4;1;2
1;9;12;9;7;2;2;2;3;2;3;1;1;1;2;2;2;2;2;4;5;1;2;3;3;1;1;3;3;4;4;1;1;4;3;2;3;3;2;2;4;1;3;2;1;4;5;5;5;5;2;3;3;2;2;1;2;2;3;3;5;3;2;1;2;3;1;4;1;1;2;3;3;1;3
1;6;13;9;13;2;2;2;3;2;2;3;2;4;2;4;3;2;4;4;2;4;4;3;4;4;2;2;3;3;2;2;2;3;3;2;4;2;3;4;3;2;3;3;2;3;3;4;5;5;3;4;3;2;3;2;3;3;2;3;3;3;4;2;2;3;1;3;2;2;2;2;2;1;3
1;14;12;9;12;3;3;2;2;2;3;1;4;4;2;5;3;2;1;4;4;2;3;4;2;3;3;3;3;4;4;2;2;3;4;2;3;3;2;3;3;2;4;4;2;3;5;5;5;5;4;4;4;4;2;2;3;4;4;3;5;3;3;2;2;3;2;3;2;2;3;3;2;1;3
1;4;8;9;11;3;2;1;2;2;3;2;4;5;4;5;4;2;2;4;4;4;2;5;1;2;3;2;3;4;3;3;4;3;3;3;4;2;3;2;3;3;3;2;3;2;2;4;5;4;2;3;3;5;4;2;4;5;4;5;3;2;2;2;2;3;2;2;2;3;2;2;2;1;2
